Order_ID,Customer_ID,Customer_Age,Category,Product_Name,Unit_Price,Quantity,Region,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Spend,Order_Date,Total_Amount,Profit_Margin,Profit,Order_Year,Order_Month,Order_Quarter,Day_Of_Week,Age_Group
ORD-1804,CUST-292,38,Books,Psychology Of Money,35.18,3,North,Credit Card,Website,3.7,64.0,2023-04-04,105.54,0.25,26.38,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1480,CUST-180,36,Books,Python Cookbook,29.64,3,North,COD (Cash on Delivery),Store Affiliate,3.7,31.26,2023-04-04,88.92,0.25,22.23,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1168,CUST-156,56,Sports & Outdoors,Camping Tent,129.15,2,North,E-Wallet,Website,3.5,80.49,2023-04-04,258.3,0.3,77.49,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1738,CUST-180,60,Books,Data Science Handbook,22.56,2,North,E-Wallet,Mobile App,3.2,142.2,2023-04-04,45.12,0.25,11.28,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1254,CUST-178,42,Beauty & Care,Face Sunscreen,32.34,2,South,E-Wallet,Store Affiliate,3.3,35.68,2023-04-04,64.68,0.42,27.17,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1417,CUST-278,28,Home & Kitchen,Robot Vacuum,162.12,3,North,E-Wallet,Store Affiliate,4.8,137.73,2023-04-05,486.36,0.28,136.18,2023,2023-04,2023Q2,Wednesday,Young Adults (25-34)
ORD-1714,CUST-165,42,Fashion,Men T-Shirt,95.54,2,North,COD (Cash on Delivery),Store Affiliate,3.5,15.35,2023-04-05,191.08,0.35,66.88,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-2061,CUST-179,41,Books,Business Strategy,19.79,2,Central,Credit Card,Social Media,4.1,47.39,2023-04-06,39.58,0.25,9.9,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1769,CUST-313,19,Sports & Outdoors,Water Bottle,85.86,5,North,E-Wallet,Social Media,4.8,145.21,2023-04-06,429.3,0.3,128.79,2023,2023-04,2023Q2,Thursday,Gen Z (<25)
ORD-2144,CUST-171,46,Fashion,Leather Jacket,30.21,4,North,E-Wallet,Mobile App,4.1,84.57,2023-04-06,120.84,0.35,42.29,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1515,CUST-313,47,Books,Business Strategy,14.55,3,Central,COD (Cash on Delivery),Social Media,4.7,56.54,2023-04-07,43.65,0.25,10.91,2023,2023-04,2023Q2,Friday,Middle-Aged (35-49)
ORD-1414,CUST-216,36,Fashion,Denim Jeans,136.88,4,North,Bank Transfer,Social Media,4.3,64.79,2023-04-07,547.52,0.35,191.63,2023,2023-04,2023Q2,Friday,Middle-Aged (35-49)
ORD-1578,CUST-243,46,Electronics,Laptop Pro,853.85,5,North,Bank Transfer,Store Affiliate,3.8,38.62,2023-04-07,4269.25,0.18,768.46,2023,2023-04,2023Q2,Friday,Middle-Aged (35-49)
ORD-1752,CUST-175,48,Sports & Outdoors,Bicycle Helmet,112.97,5,South,COD (Cash on Delivery),Mobile App,3.3,80.77,2023-04-07,564.85,0.3,169.46,2023,2023-04,2023Q2,Friday,Middle-Aged (35-49)
ORD-1182,CUST-208,61,Sports & Outdoors,Yoga Mat,115.98,5,South,E-Wallet,Mobile App,3.7,44.16,2023-04-08,579.9,0.3,173.97,2023,2023-04,2023Q2,Saturday,Seniors (50+)
ORD-1469,CUST-207,58,Sports & Outdoors,Dumbbell Set,129.92,1,North,E-Wallet,Mobile App,3.3,28.37,2023-04-08,129.92,0.3,38.98,2023,2023-04,2023Q2,Saturday,Seniors (50+)
ORD-2076,CUST-119,65,Beauty & Care,Moisturizer Cream,52.47,5,North,COD (Cash on Delivery),Mobile App,3.9,140.18,2023-04-08,262.35,0.42,110.19,2023,2023-04,2023Q2,Saturday,Seniors (50+)
ORD-1574,CUST-213,62,Beauty & Care,Lipstick Matte,86.72,2,Central,E-Wallet,Store Affiliate,4.6,62.03,2023-04-08,173.44,0.42,72.84,2023,2023-04,2023Q2,Saturday,Seniors (50+)
ORD-1013,CUST-239,47,Fashion,Men T-Shirt,166.88,3,North,E-Wallet,Website,4.7,124.29,2023-04-09,500.64,0.35,175.22,2023,2023-04,2023Q2,Sunday,Middle-Aged (35-49)
ORD-2142,CUST-339,23,Electronics,Wireless Headphones,325.26,4,South,Bank Transfer,Store Affiliate,4.5,34.87,2023-04-09,1301.04,0.18,234.19,2023,2023-04,2023Q2,Sunday,Gen Z (<25)
ORD-1120,CUST-263,62,Sports & Outdoors,Camping Tent,123.51,2,Central,E-Wallet,Website,4.7,46.04,2023-04-09,247.02,0.3,74.11,2023,2023-04,2023Q2,Sunday,Seniors (50+)
ORD-1294,CUST-271,55,Sports & Outdoors,Yoga Mat,109.8,1,North,E-Wallet,Store Affiliate,4.1,138.48,2023-04-09,109.8,0.3,32.94,2023,2023-04,2023Q2,Sunday,Seniors (50+)
ORD-1274,CUST-221,47,Books,Psychology Of Money,40.75,3,Central,E-Wallet,Store Affiliate,4.5,128.17,2023-04-10,122.25,0.25,30.56,2023,2023-04,2023Q2,Monday,Middle-Aged (35-49)
ORD-1878,CUST-240,43,Beauty & Care,Moisturizer Cream,79.12,3,North,E-Wallet,Website,3.8,122.21,2023-04-10,237.36,0.42,99.69,2023,2023-04,2023Q2,Monday,Middle-Aged (35-49)
ORD-1823,CUST-261,35,Beauty & Care,Perfume 50Ml,32.24,1,Central,Bank Transfer,Website,3.1,36.1,2023-04-10,32.24,0.42,13.54,2023,2023-04,2023Q2,Monday,Middle-Aged (35-49)
ORD-1201,CUST-237,39,Books,Data Science Handbook,32.77,1,South,Bank Transfer,Mobile App,3.1,125.75,2023-04-11,32.77,0.25,8.19,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1697,CUST-167,64,Fashion,Women Dress,157.39,4,Central,Credit Card,Social Media,3.9,48.49,2023-04-11,629.56,0.35,220.35,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1137,CUST-116,60,Books,Psychology Of Money,14.81,2,North,Credit Card,Website,3.7,30.03,2023-04-11,29.62,0.25,7.4,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1737,CUST-259,42,Beauty & Care,Perfume 50Ml,51.26,1,North,Bank Transfer,Store Affiliate,3.5,92.16,2023-04-12,51.26,0.42,21.53,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1555,CUST-331,47,Home & Kitchen,Non-Stick Pan,240.96,2,Central,Bank Transfer,Store Affiliate,3.2,114.74,2023-04-12,481.92,0.28,134.94,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1424,CUST-224,45,Sports & Outdoors,Yoga Mat,59.2,2,North,Bank Transfer,Website,4.3,90.15,2023-04-12,118.4,0.3,35.52,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1207,CUST-128,44,Home & Kitchen,Air Fryer,248.83,1,North,Bank Transfer,Social Media,4.8,29.34,2023-04-12,248.83,0.28,69.67,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-2091,CUST-303,64,Electronics,Bluetooth Speaker,622.35,1,North,COD (Cash on Delivery),Website,4.0,88.59,2023-04-12,622.35,0.18,112.02,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-1812,CUST-106,21,Beauty & Care,Lipstick Matte,77.28,4,South,COD (Cash on Delivery),Social Media,4.0,107.95,2023-04-12,309.12,0.42,129.83,2023,2023-04,2023Q2,Wednesday,Gen Z (<25)
ORD-1715,CUST-111,27,Electronics,Bluetooth Speaker,963.96,2,Central,COD (Cash on Delivery),Social Media,3.4,14.04,2023-04-12,1927.92,0.18,347.03,2023,2023-04,2023Q2,Wednesday,Young Adults (25-34)
ORD-1348,CUST-190,43,Fashion,Women Dress,38.99,3,North,E-Wallet,Mobile App,3.9,14.99,2023-04-13,116.97,0.35,40.94,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1510,CUST-162,43,Beauty & Care,Perfume 50Ml,28.03,3,South,E-Wallet,Social Media,3.3,65.63,2023-04-13,84.09,0.42,35.32,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1394,CUST-292,28,Sports & Outdoors,Bicycle Helmet,38.47,2,North,Bank Transfer,Social Media,4.3,26.21,2023-04-13,76.94,0.3,23.08,2023,2023-04,2023Q2,Thursday,Young Adults (25-34)
ORD-1841,CUST-127,56,Home & Kitchen,Robot Vacuum,212.05,3,Central,Credit Card,Store Affiliate,4.0,36.06,2023-04-14,636.15,0.28,178.12,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-1534,CUST-167,32,Home & Kitchen,Non-Stick Pan,45.0,5,North,Credit Card,Social Media,4.8,55.0,2023-04-14,225.0,0.28,63.0,2023,2023-04,2023Q2,Friday,Young Adults (25-34)
ORD-1146,CUST-267,27,Fashion,Men T-Shirt,98.01,2,North,Credit Card,Website,3.4,32.44,2023-04-14,196.02,0.35,68.61,2023,2023-04,2023Q2,Friday,Young Adults (25-34)
ORD-2063,CUST-248,29,Electronics,Bluetooth Speaker,287.7,4,Central,Credit Card,Social Media,3.4,146.63,2023-04-14,1150.8,0.18,207.14,2023,2023-04,2023Q2,Friday,Young Adults (25-34)
ORD-1642,CUST-271,48,Electronics,Bluetooth Speaker,469.93,1,North,Credit Card,Store Affiliate,3.1,33.07,2023-04-15,469.93,0.18,84.59,2023,2023-04,2023Q2,Saturday,Middle-Aged (35-49)
ORD-1890,CUST-263,62,Sports & Outdoors,Camping Tent,63.33,4,North,Bank Transfer,Store Affiliate,4.1,105.86,2023-04-16,253.32,0.3,76.0,2023,2023-04,2023Q2,Sunday,Seniors (50+)
ORD-1556,CUST-332,41,Home & Kitchen,Robot Vacuum,180.16,3,Central,Credit Card,Store Affiliate,3.3,33.27,2023-04-16,540.48,0.28,151.33,2023,2023-04,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1517,CUST-280,61,Beauty & Care,Perfume 50Ml,34.13,3,South,Bank Transfer,Store Affiliate,4.9,146.61,2023-04-16,102.39,0.42,43.0,2023,2023-04,2023Q2,Sunday,Seniors (50+)
ORD-1130,CUST-158,47,Home & Kitchen,Non-Stick Pan,225.67,1,North,Credit Card,Social Media,4.5,43.18,2023-04-16,225.67,0.28,63.19,2023,2023-04,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1533,CUST-134,57,Beauty & Care,Face Sunscreen,28.79,2,South,Bank Transfer,Website,4.6,31.09,2023-04-17,57.58,0.42,24.18,2023,2023-04,2023Q2,Monday,Seniors (50+)
ORD-1188,CUST-219,51,Books,Business Strategy,41.55,2,North,Bank Transfer,Mobile App,3.5,26.16,2023-04-17,83.1,0.25,20.78,2023,2023-04,2023Q2,Monday,Seniors (50+)
ORD-1861,CUST-270,32,Sports & Outdoors,Yoga Mat,132.38,4,South,Credit Card,Store Affiliate,3.3,143.56,2023-04-17,529.52,0.3,158.86,2023,2023-04,2023Q2,Monday,Young Adults (25-34)
ORD-1549,CUST-262,25,Fashion,Denim Jeans,21.41,3,South,COD (Cash on Delivery),Mobile App,3.6,21.4,2023-04-17,64.23,0.35,22.48,2023,2023-04,2023Q2,Monday,Young Adults (25-34)
ORD-1336,CUST-247,18,Beauty & Care,Moisturizer Cream,33.07,2,South,COD (Cash on Delivery),Store Affiliate,4.5,81.8,2023-04-17,66.14,0.42,27.78,2023,2023-04,2023Q2,Monday,Gen Z (<25)
ORD-1039,CUST-294,36,Electronics,Smartphone X,432.54,2,South,E-Wallet,Store Affiliate,3.8,13.64,2023-04-18,865.08,0.18,155.71,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-2036,CUST-139,62,Books,Atomic Habits,28.93,4,North,COD (Cash on Delivery),Store Affiliate,4.2,70.68,2023-04-18,115.72,0.25,28.93,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1288,CUST-286,35,Sports & Outdoors,Water Bottle,32.33,5,North,Bank Transfer,Store Affiliate,3.9,49.87,2023-04-18,161.65,0.3,48.5,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1575,CUST-241,41,Home & Kitchen,Robot Vacuum,148.35,2,South,E-Wallet,Social Media,4.4,101.03,2023-04-18,296.7,0.28,83.08,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1623,CUST-338,60,Beauty & Care,Hair Dryer,25.23,5,South,Credit Card,Social Media,3.9,46.81,2023-04-18,126.15,0.42,52.98,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1093,CUST-171,46,Beauty & Care,Lipstick Matte,17.65,1,South,Credit Card,Website,3.1,128.21,2023-04-19,17.65,0.42,7.41,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1416,CUST-208,52,Sports & Outdoors,Water Bottle,73.43,3,Central,E-Wallet,Mobile App,3.5,65.82,2023-04-20,220.29,0.3,66.09,2023,2023-04,2023Q2,Thursday,Seniors (50+)
ORD-1757,CUST-270,41,Electronics,Smart Watch,721.57,1,Central,Credit Card,Social Media,3.9,48.33,2023-04-20,721.57,0.18,129.88,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1277,CUST-142,42,Sports & Outdoors,Dumbbell Set,47.86,3,North,E-Wallet,Website,3.9,54.6,2023-04-20,143.58,0.3,43.07,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1349,CUST-208,59,Home & Kitchen,Blender 500W,139.42,4,North,E-Wallet,Store Affiliate,3.2,98.83,2023-04-21,557.68,0.28,156.15,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-1211,CUST-216,60,Sports & Outdoors,Dumbbell Set,111.22,1,South,COD (Cash on Delivery),Social Media,4.8,21.41,2023-04-21,111.22,0.3,33.37,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-2129,CUST-237,42,Electronics,Bluetooth Speaker,617.14,5,North,COD (Cash on Delivery),Website,4.1,24.79,2023-04-21,3085.7,0.18,555.43,2023,2023-04,2023Q2,Friday,Middle-Aged (35-49)
ORD-2010,CUST-207,61,Sports & Outdoors,Yoga Mat,56.21,5,North,Bank Transfer,Social Media,3.7,146.06,2023-04-21,281.05,0.3,84.32,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-1540,CUST-139,37,Home & Kitchen,Non-Stick Pan,76.94,4,Central,Credit Card,Website,3.6,121.26,2023-04-22,307.76,0.28,86.17,2023,2023-04,2023Q2,Saturday,Middle-Aged (35-49)
ORD-2124,CUST-266,34,Beauty & Care,Face Sunscreen,38.77,4,South,Credit Card,Mobile App,5.0,115.18,2023-04-23,155.08,0.42,65.13,2023,2023-04,2023Q2,Sunday,Young Adults (25-34)
ORD-1699,CUST-127,45,Home & Kitchen,Blender 500W,148.5,2,North,Credit Card,Store Affiliate,4.3,16.15,2023-04-23,297.0,0.28,83.16,2023,2023-04,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1810,CUST-150,28,Electronics,Laptop Pro,1060.67,5,North,E-Wallet,Social Media,3.6,121.48,2023-04-24,5303.35,0.18,954.6,2023,2023-04,2023Q2,Monday,Young Adults (25-34)
ORD-1068,CUST-196,48,Fashion,Running Shoes,999.99,2,South,Bank Transfer,Website,4.5,28.46,2023-04-24,1999.98,0.35,699.99,2023,2023-04,2023Q2,Monday,Middle-Aged (35-49)
ORD-1964,CUST-211,36,Sports & Outdoors,Water Bottle,143.38,1,South,Bank Transfer,Social Media,3.8,62.2,2023-04-24,143.38,0.3,43.01,2023,2023-04,2023Q2,Monday,Middle-Aged (35-49)
ORD-2122,CUST-233,56,Electronics,Smart Watch,320.1,5,North,E-Wallet,Social Media,4.5,66.16,2023-04-25,1600.5,0.18,288.09,2023,2023-04,2023Q2,Tuesday,Seniors (50+)
ORD-1502,CUST-229,32,Books,Psychology Of Money,29.13,5,North,Credit Card,Store Affiliate,4.6,12.41,2023-04-25,145.65,0.25,36.41,2023,2023-04,2023Q2,Tuesday,Young Adults (25-34)
ORD-2184,CUST-161,45,Electronics,Wireless Headphones,534.07,4,South,Bank Transfer,Store Affiliate,3.2,44.31,2023-04-25,2136.28,0.18,384.53,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1131,CUST-310,22,Sports & Outdoors,Dumbbell Set,87.56,3,Central,COD (Cash on Delivery),Store Affiliate,3.3,55.61,2023-04-25,262.68,0.3,78.8,2023,2023-04,2023Q2,Tuesday,Gen Z (<25)
ORD-1668,CUST-157,46,Fashion,Running Shoes,124.88,5,Central,COD (Cash on Delivery),Website,4.7,78.61,2023-04-25,624.4,0.35,218.54,2023,2023-04,2023Q2,Tuesday,Middle-Aged (35-49)
ORD-1497,CUST-244,39,Books,Python Cookbook,39.05,4,North,Credit Card,Mobile App,4.9,88.54,2023-04-26,156.2,0.25,39.05,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1836,CUST-328,60,Fashion,Women Dress,100.53,2,North,Credit Card,Mobile App,4.5,100.7,2023-04-26,201.06,0.35,70.37,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-1703,CUST-286,39,Home & Kitchen,Blender 500W,46.59,2,North,Credit Card,Mobile App,3.1,145.96,2023-04-26,93.18,0.28,26.09,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1882,CUST-290,36,Electronics,Smart Watch,864.64,3,North,Credit Card,Mobile App,4.9,30.65,2023-04-26,2593.92,0.18,466.91,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-2112,CUST-192,54,Beauty & Care,Moisturizer Cream,36.49,2,Central,Bank Transfer,Website,4.1,95.0,2023-04-26,72.98,0.42,30.65,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-1931,CUST-297,58,Home & Kitchen,Blender 500W,37.39,1,Central,Bank Transfer,Social Media,4.0,57.54,2023-04-26,37.39,0.28,10.47,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-2126,CUST-257,59,Beauty & Care,Lipstick Matte,35.06,3,Central,E-Wallet,Website,4.2,93.89,2023-04-26,105.18,0.42,44.18,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-1128,CUST-298,36,Electronics,Laptop Pro,1141.52,3,North,E-Wallet,Social Media,4.6,72.13,2023-04-26,3424.56,0.18,616.42,2023,2023-04,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1712,CUST-247,60,Home & Kitchen,Air Fryer,149.56,2,Central,COD (Cash on Delivery),Store Affiliate,4.5,115.08,2023-04-26,299.12,0.28,83.75,2023,2023-04,2023Q2,Wednesday,Seniors (50+)
ORD-2179,CUST-284,27,Books,Business Strategy,20.84,4,South,Bank Transfer,Store Affiliate,3.5,55.18,2023-04-27,83.36,0.25,20.84,2023,2023-04,2023Q2,Thursday,Young Adults (25-34)
ORD-1172,CUST-123,38,Beauty & Care,Lipstick Matte,33.66,5,South,E-Wallet,Mobile App,4.3,112.63,2023-04-27,168.3,0.42,70.69,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1420,CUST-300,40,Sports & Outdoors,Camping Tent,73.08,3,North,E-Wallet,Mobile App,3.5,57.58,2023-04-27,219.24,0.3,65.77,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1789,CUST-345,65,Beauty & Care,Hair Dryer,77.5,5,North,Bank Transfer,Website,4.8,36.35,2023-04-27,387.5,0.42,162.75,2023,2023-04,2023Q2,Thursday,Seniors (50+)
ORD-1145,CUST-154,35,Electronics,Bluetooth Speaker,967.89,3,South,COD (Cash on Delivery),Website,3.8,97.07,2023-04-27,2903.67,0.18,522.66,2023,2023-04,2023Q2,Thursday,Middle-Aged (35-49)
ORD-1091,CUST-125,51,Beauty & Care,Lipstick Matte,46.39,3,North,E-Wallet,Mobile App,4.1,145.22,2023-04-27,139.17,0.42,58.45,2023,2023-04,2023Q2,Thursday,Seniors (50+)
ORD-2050,CUST-142,62,Sports & Outdoors,Yoga Mat,57.46,1,Central,E-Wallet,Mobile App,4.6,118.96,2023-04-27,57.46,0.3,17.24,2023,2023-04,2023Q2,Thursday,Seniors (50+)
ORD-1189,CUST-235,59,Beauty & Care,Hair Dryer,41.94,5,North,Credit Card,Website,4.0,43.75,2023-04-27,209.7,0.42,88.07,2023,2023-04,2023Q2,Thursday,Seniors (50+)
ORD-1824,CUST-247,31,Electronics,Bluetooth Speaker,554.73,4,International,E-Wallet,Social Media,3.6,29.57,2023-04-28,2218.92,0.18,399.41,2023,2023-04,2023Q2,Friday,Young Adults (25-34)
ORD-1597,CUST-178,58,Sports & Outdoors,Water Bottle,96.87,4,South,Credit Card,Website,3.3,36.27,2023-04-28,387.48,0.3,116.24,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-1531,CUST-340,53,Beauty & Care,Face Sunscreen,38.84,2,North,E-Wallet,Mobile App,3.7,53.6,2023-04-28,77.68,0.42,32.63,2023,2023-04,2023Q2,Friday,Seniors (50+)
ORD-1308,CUST-241,30,Books,Psychology Of Money,21.0,3,Central,Bank Transfer,Website,4.3,10.93,2023-04-28,63.0,0.25,15.75,2023,2023-04,2023Q2,Friday,Young Adults (25-34)
ORD-1906,CUST-181,39,Books,Data Science Handbook,15.63,5,North,COD (Cash on Delivery),Social Media,3.6,28.69,2023-04-29,78.15,0.25,19.54,2023,2023-04,2023Q2,Saturday,Middle-Aged (35-49)
ORD-1276,CUST-240,27,Home & Kitchen,Robot Vacuum,209.29,5,North,Bank Transfer,Social Media,3.3,55.19,2023-04-29,1046.45,0.28,293.01,2023,2023-04,2023Q2,Saturday,Young Adults (25-34)
ORD-1539,CUST-241,62,Sports & Outdoors,Bicycle Helmet,52.65,3,South,Credit Card,Mobile App,3.2,115.71,2023-04-30,157.95,0.3,47.38,2023,2023-04,2023Q2,Sunday,Seniors (50+)
ORD-1613,CUST-299,27,Beauty & Care,Perfume 50Ml,22.96,2,North,Credit Card,Store Affiliate,3.5,52.81,2023-05-01,45.92,0.42,19.29,2023,2023-05,2023Q2,Monday,Young Adults (25-34)
ORD-1216,CUST-284,23,Books,Psychology Of Money,15.36,5,North,Credit Card,Store Affiliate,3.6,118.17,2023-05-01,76.8,0.25,19.2,2023,2023-05,2023Q2,Monday,Gen Z (<25)
ORD-2158,CUST-183,38,Home & Kitchen,Robot Vacuum,167.83,2,North,E-Wallet,Mobile App,3.7,93.94,2023-05-01,335.66,0.28,93.98,2023,2023-05,2023Q2,Monday,Middle-Aged (35-49)
ORD-1496,CUST-259,65,Sports & Outdoors,Yoga Mat,133.76,5,South,E-Wallet,Mobile App,4.6,145.36,2023-05-01,668.8,0.3,200.64,2023,2023-05,2023Q2,Monday,Seniors (50+)
ORD-1743,CUST-330,56,Sports & Outdoors,Bicycle Helmet,30.35,2,North,E-Wallet,Website,4.2,103.75,2023-05-02,60.7,0.3,18.21,2023,2023-05,2023Q2,Tuesday,Seniors (50+)
ORD-1025,CUST-243,62,Sports & Outdoors,Bicycle Helmet,98.36,1,North,E-Wallet,Store Affiliate,4.7,21.83,2023-05-03,98.36,0.3,29.51,2023,2023-05,2023Q2,Wednesday,Seniors (50+)
ORD-1989,CUST-264,39,Home & Kitchen,Coffee Maker,32.14,1,South,E-Wallet,Social Media,3.7,45.33,2023-05-03,32.14,0.28,9.0,2023,2023-05,2023Q2,Wednesday,Middle-Aged (35-49)
ORD-1938,CUST-295,54,Beauty & Care,Hair Dryer,15.02,1,South,Credit Card,Social Media,3.8,144.19,2023-05-04,15.02,0.42,6.31,2023,2023-05,2023Q2,Thursday,Seniors (50+)
ORD-1961,CUST-224,20,Electronics,Smart Watch,261.79,2,North,Credit Card,Mobile App,3.8,94.51,2023-05-05,523.58,0.18,94.24,2023,2023-05,2023Q2,Friday,Gen Z (<25)
ORD-2133,CUST-211,25,Fashion,Running Shoes,174.48,3,North,E-Wallet,Social Media,3.1,54.49,2023-05-05,523.44,0.35,183.2,2023,2023-05,2023Q2,Friday,Young Adults (25-34)
ORD-1356,CUST-267,58,Electronics,Wireless Headphones,784.41,1,Central,E-Wallet,Website,3.0,31.2,2023-05-05,784.41,0.18,141.19,2023,2023-05,2023Q2,Friday,Seniors (50+)
ORD-1037,CUST-322,24,Electronics,Laptop Pro,829.75,3,Central,Credit Card,Store Affiliate,4.4,85.82,2023-05-05,2489.25,0.18,448.06,2023,2023-05,2023Q2,Friday,Gen Z (<25)
ORD-1190,CUST-164,46,Fashion,Denim Jeans,50.15,4,Central,Bank Transfer,Mobile App,4.4,112.59,2023-05-05,200.6,0.35,70.21,2023,2023-05,2023Q2,Friday,Middle-Aged (35-49)
ORD-1871,CUST-308,19,Books,Business Strategy,32.91,5,South,E-Wallet,Social Media,3.3,115.26,2023-05-05,164.55,0.25,41.14,2023,2023-05,2023Q2,Friday,Gen Z (<25)
ORD-1398,CUST-204,42,Home & Kitchen,Coffee Maker,159.54,4,South,COD (Cash on Delivery),Mobile App,3.5,107.58,2023-05-06,638.16,0.28,178.68,2023,2023-05,2023Q2,Saturday,Middle-Aged (35-49)
ORD-1171,CUST-226,65,Home & Kitchen,Blender 500W,167.87,3,North,COD (Cash on Delivery),Website,4.8,68.53,2023-05-06,503.61,0.28,141.01,2023,2023-05,2023Q2,Saturday,Seniors (50+)
ORD-1266,CUST-117,36,Electronics,Smartphone X,946.11,5,South,Credit Card,Social Media,4.2,92.33,2023-05-06,4730.55,0.18,851.5,2023,2023-05,2023Q2,Saturday,Middle-Aged (35-49)
ORD-1049,CUST-295,42,Fashion,Denim Jeans,60.38,1,North,Credit Card,Website,3.0,70.77,2023-05-06,60.38,0.35,21.13,2023,2023-05,2023Q2,Saturday,Middle-Aged (35-49)
ORD-2167,CUST-325,48,Fashion,Running Shoes,106.49,1,North,Bank Transfer,Social Media,4.6,114.02,2023-05-07,106.49,0.35,37.27,2023,2023-05,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1937,CUST-325,61,Beauty & Care,Perfume 50Ml,32.94,3,South,COD (Cash on Delivery),Social Media,3.2,14.88,2023-05-07,98.82,0.42,41.5,2023,2023-05,2023Q2,Sunday,Seniors (50+)
ORD-1422,CUST-269,37,Sports & Outdoors,Water Bottle,139.49,1,North,Bank Transfer,Mobile App,4.6,53.19,2023-05-07,139.49,0.3,41.85,2023,2023-05,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1165,CUST-249,49,Home & Kitchen,Blender 500W,112.08,2,North,Credit Card,Mobile App,3.2,20.82,2023-05-07,224.16,0.28,62.76,2023,2023-05,2023Q2,Sunday,Middle-Aged (35-49)
ORD-1711,CUST-330,38,Books,Psychology Of Money,29.31,3,North,Bank Transfer,Store Affiliate,3.2,132.49,2023-05-08,87.93,0.25,21.98,2023,2023-05,2023Q2,Monday,Middle-Aged (35-49)
ORD-2026,CUST-266,56,Beauty & Care,Lipstick Matte,80.16,2,South,COD (Cash on Delivery),Social Media,3.3,21.03,2023-05-08,160.32,0.42,67.33,2023,2023-05,2023Q2,Monday,Seniors (50+)
ORD-1244,CUST-253,49,Sports & Outdoors,Yoga Mat,108.95,1,Central,E-Wallet,Mobile App,4.4,16.33,2023-05-08,108.95,0.3,32.68,2023,2023-05,2023Q2,Monday,Middle-Aged (35-49)
ORD-1610,CUST-270,31,Beauty & Care,Perfume 50Ml,67.57,2,North,Bank Transfer,Social Media,3.7,124.91,2023-05-08,135.14,0.42,56.76,2023,2023-05,2023Q2,Monday,Young Adults (25-34)
