Order_ID,Customer_ID,Customer_Age,Category,Product_Name,Unit_Price,Quantity,Region,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Spend,Order_Date
ORD-1720,CUST-336,23.0,Fashion,Leather Jacket,$66.56,4,South,E-Wallet,Mobile App,4.5,28.43,"Dec 09, 2023"
ORD-1859,CUST-305,52.0,Books,Data Science Handbook, 26.7 ,1,South,Bank Transfer,Website,4.4,68.94,2023/12/09
ORD-1411,CUST-337,,ELECTRONICS,Wireless Headphones,1117.22,5,Central,Credit Card,Mobile App,4.5,118.05,"Dec 25, 2023"
ORD-1381,CUST-306,38.0,Electronics,Wireless Headphones,$198.07,3,Central,Bank Transfer,Mobile App,4.7,77.91,08-13-2023
ORD-1679,CUST-171,-5.0,Sports & Outdoors,Camping Tent, 64.54 ,4,International,E-Wallet,Store Affiliate,3.5,39.93,05/11/2023
ORD-1135,CUST-202,58.0,Electronics,Laptop Pro, 206.77 ,2,South,Bank Transfer,Social Media,4.3,99.86,03-03-2023
ORD-1350,CUST-205,23.0,Sports & Outdoors,Camping Tent, 106.67 ,4,North,Bank Transfer,Store Affiliate,4.9,11.12,2023-11-13
ORD-1367,CUST-149,0.0,Fashion,Denim Jeans, 109.62 ,2,Central,Bank Transfer,Social Media,3.8,88.08,2023-09-07
ORD-1083,CUST-269,33.0,Home & Kitchen,Blender 500W,$999.99,2,South,COD (Cash on Delivery),Store Affiliate,4.7,27.4,2023-12-22
ORD-2045,CUST-219,42.0,Fashion,Denim Jeans,$21.89,1,South,COD (Cash on Delivery),Mobile App,3.5,62.39,2023/02/15
ORD-1700,CUST-252,46.0,Beauty & Care,Lipstick Matte,34.74 USD,3,Central,COD (Cash on Delivery),Mobile App,4.9,107.37,21/09/2023
ORD-1553,CUST-225,26.0,   ,Coffee Maker,165.01,2,South,E-Wallet,Website,5.0,115.96,13/08/2023
ORD-1158,CUST-243,62.0,Sports & Outdoors,Bicycle Helmet,101.81 USD,5,intl,Bank Transfer,Mobile App,3.2,40.08,10-01-2023
ORD-1140,CUST-341,25.0,Home & Kitchen,Robot Vacuum,155.27,3,International,Credit Card,Store Affiliate,3.7,56.9,"Aug 24, 2023"
ORD-1974,CUST-142,,Fashion,Men T-Shirt,$141.2,3,International,Bank Transfer,Mobile App,3.1,31.05,10-17-2023
ORD-1312,CUST-101,42.0,Fashion,Men T-Shirt,$112.26,5,North,Credit Card,Website,4.1,141.85,09/07/2023
ORD-1328,CUST-224,50.0,home & kitchen,Air Fryer,$42.00,1,North,Bank Transfer,Mobile App,4.7,59.52,2023-07-01
ORD-1916,CUST-280,40.0,books,Python Cookbook,$11.32,1,North,Credit Card,Mobile App,4.5,92.1,2023-06-24
ORD-2079,CUST-312,60.0,Electronics,Smartphone X,692.86 USD,5,International,Bank Transfer,Store Affiliate,3.2,58.49,2023-09-17
ORD-1286,CUST-238,39.0,Books,Python Cookbook,13.96,2,North,E-Wallet,Website,4.7,96.17,06-03-2023
ORD-2174,CUST-232,18.0,Home & Kitchen,Non-stick Pan,168.83,2,International,E-Wallet,Social Media,3.3,61.67,"Sep 01, 2023"
ORD-1065,CUST-131,29.0,Beauty & Care,Moisturizer Cream,78.25,2,International,E-Wallet,Mobile App,4.2,63.38,25/09/2023
ORD-1377,CUST-323,0.0,Beauty & Care,Hair Dryer,$87.33,3,International,COD (Cash on Delivery),Website,3.5,35.21,25/06/2023
ORD-1745,CUST-229,40.0,Sports & Outdoors,Bicycle Helmet,138.47,2,South,Credit Card,Website,3.5,125.51,invalid_date
ORD-1671,CUST-149,38.0,Books,Python Cookbook,41.50 USD,4,Central,E-Wallet,Social Media,4.8,88.11,03/02/2023
ORD-1920,CUST-204,33.0,Books,Atomic Habits, 28.24 ,2,Central,E-Wallet,Social Media,4.7,61.68,"May 11, 2023"
ORD-1363,CUST-304,33.0,Home & Kitchen,Non-stick Pan,$109.94,2,Central,E-Wallet,Store Affiliate,,130.0,2023-12-04
ORD-1096,CUST-313,55.0,Fashion,Denim Jeans, 50.39 ,1,South,Credit Card,Social Media,4.1,141.44,03-17-2023
ORD-1184,CUST-116,54.0,Sports & Outdoors,Bicycle Helmet,$67.23,3,North,Bank Transfer,Website,4.9,117.47,03-09-2023
ORD-1962,CUST-156,21.0,Electronics,Smartphone X,$226.01,2,South,Credit Card,Mobile App,4.4,122.34,"Oct 27, 2023"
ORD-2159,CUST-146,24.0,Electronics,Laptop Pro,287.84 USD,2,Central,Bank Transfer,Social Media,3.4,112.5,06-13-2023
ORD-1163,CUST-209,0.0,Beauty & Care,Face Sunscreen,17.83,5,International,E-Wallet,Store Affiliate,3.6,149.69,2023-10-18
ORD-1461,CUST-327,34.0,Home & Kitchen,Air Fryer,35.56 USD,2,North,COD (Cash on Delivery),Website,4.1,52.21,2023-09-30
ORD-1221,CUST-145,43.0,Sports & Outdoors,Dumbbell Set,$107.81,2,Central,Credit Card,Store Affiliate,3.6,46.87,"Nov 26, 2023"
ORD-2007,CUST-292,42.0,Home & Kitchen,Blender 500W,$222.0,9999,International,COD (Cash on Delivery),Social Media,3.3,98.61,2023-08-10
ORD-1156,CUST-163,25.0,Home & Kitchen,Air Fryer,197.99 USD,5,International,Credit Card,Social Media,4.9,91.41,2023-05-19
ORD-1631,CUST-325,19.0,Electrnics,Smartphone X,984.77,5,International,E-Wallet,Social Media,,48.81,2023-03-30
ORD-1704,CUST-301,47.0,Home & Kitchen,Non-stick Pan, 34.1 ,2,South,E-Wallet,Mobile App,3.5,125.27,"Dec 04, 2023"
ORD-1618,CUST-349,26.0,Sports & Outdoors,Water Bottle, 79.71 ,4,North,Credit Card,Social Media,4.7,102.31,2023-12-22
ORD-1722,CUST-237,45.0,Books,Psychology of Money,$27.86,4,South,Bank Transfer,Website,4.0,128.41,2023/09/24
ORD-1199,CUST-274,40.0,-,Lipstick Matte,27.67 USD,1,North,E-Wallet,Store Affiliate,,68.64,11-21-2023
ORD-1572,CUST-141,35.0,Sports & Outdoors,Camping Tent, 143.53 ,2,South,Bank Transfer,Mobile App,3.1,83.15,2023/06/12
ORD-2011,CUST-164,56.0,Fashion,Denim Jeans,118.98,2,South,COD (Cash on Delivery),Mobile App,4.2,106.46,10-18-2023
ORD-2049,CUST-194,60.0,Fashion,Men T-Shirt,118.04,5,North,Bank Transfer,Social Media,,114.56,2023-10-03
ORD-1939,CUST-247,59.0,Sports & Outdoors,Dumbbell Set,44.68 USD,5,South,Credit Card,Social Media,5.0,69.04,2023-12-07
ORD-1344,CUST-124,,Home & Kitchen,Non-stick Pan,206.28,4,North,Credit Card,Social Media,3.4,54.45,2023-07-15
ORD-1243,CUST-100,0.0,Beauty & Care,Lipstick Matte,15.21,5,,E-Wallet,Mobile App,3.6,149.18,2023-09-30
ORD-1380,CUST-213,,Beauty & Care,Moisturizer Cream,$67.66,2,International,Credit Card,Store Affiliate,4.3,50.9,09/07/2023
ORD-1259,CUST-245,25.0,Sports & Outdoors,Dumbbell Set,$46.84,5,North,COD (Cash on Delivery),Website,3.3,135.38,2023/08/29
ORD-1923,CUST-219,34.0,Fashion,Denim Jeans,171.31,5,central,E-Wallet,Store Affiliate,5.0,95.48,27/08/2023
ORD-2144,CUST-171,46.0,Fashion,Leather Jacket,$30.21,4,International,E-Wallet,Mobile App,4.1,84.57,2023-04-06
ORD-2060,CUST-346,19.0,Fashion,Running Shoes,156.69,5,Central,Credit Card,Mobile App,3.8,28.17,24/11/2023
ORD-2190,CUST-214,21.0,Sports & Outdoors,Camping Tent,$67.99,5,North,COD (Cash on Delivery),Store Affiliate,4.8,25.56,13/11/2023
ORD-1423,CUST-283,,Home & Kitchen,Air Fryer,197.72,3,International,Bank Transfer,Mobile App,4.5,67.37,06-20-2023
ORD-1624,CUST-160,19.0,Books,Python Cookbook,23.68,4,International,Credit Card,Mobile App,3.2,24.33,12-05-2023
ORD-1390,CUST-103,-999.0,Electronics,Laptop Pro,$562.54,4,Central,E-Wallet,Mobile App,3.9,50.22,2023-03-19
ORD-1254,CUST-178,-5.0,-,Face Sunscreen,$32.34,2,SOUTH,E-Wallet,Store Affiliate,3.3,35.68,"Apr 04, 2023"
ORD-2054,CUST-291,23.0,Electronics,Smartphone X,793.74,4,South,Credit Card,Mobile App,4.3,137.36,16/02/2023
ORD-2029,CUST-107,23.0,Beauty & Care,Hair Dryer,83.7,4,Central,Credit Card,Social Media,-1.0,69.15,2023/01/25
ORD-1309,CUST-158,62.0,Sports & Outdoors,Dumbbell Set,113.07 USD,5,North,Bank Transfer,Mobile App,3.9,126.55,2023-05-15
ORD-1850,CUST-218,38.0,Fashion,Leather Jacket,148.37,5,International,COD (Cash on Delivery),Website,4.9,62.25,invalid_date
ORD-1561,CUST-208,44.0,Beauty & Care,Perfume 50ml,$55.52,2,South,Bank Transfer,Store Affiliate,4.3,33.9,31/03/2023
ORD-1802,CUST-309,37.0,Beauty & Care,Face Sunscreen,$57.27,5,VN-Central,COD (Cash on Delivery),Website,3.1,15.14,2023-02-12
ORD-1886,CUST-166,38.0,Fashion,Denim Jeans,97.19 USD,5,North,COD (Cash on Delivery),Website,3.6,43.07,"Mar 05, 2023"
ORD-1178,CUST-260,300.0,Electronics,Wireless Headphones,$325.37,2,North,E-Wallet,Mobile App,3.8,71.74,2023-05-17
ORD-2121,CUST-287,30.0,Books,Atomic Habits,12.5,1,South,Bank Transfer,Mobile App,4.4,112.82,"Sep 11, 2023"
ORD-1926,CUST-152,56.0,Fashion,Men T-Shirt,90.24,2,International,E-Wallet,Store Affiliate,4.4,100.38,2023-03-28
ORD-1265,CUST-308,63.0,Sports & Outdoors,Water Bottle,36.87,8888,International,E-Wallet,Social Media,4.6,81.21,11/12/2023
ORD-1987,CUST-106,46.0,sports & outdoors,Water Bottle,$144.43,1,Central,E-Wallet,Store Affiliate,3.1,134.48,2023/02/18
ORD-1980,CUST-236,30.0,Fashion,Running Shoes,38.6,2,North,E-Wallet,Mobile App,5.0,111.87,2023-01-22
ORD-1088,CUST-318,56.0,Electronics,Bluetooth Speaker,$838.17,4,International,E-Wallet,Website,4.2,74.78,16/07/2023
ORD-2098,CUST-269,33.0,Electronics,Smart Watch,277.3,2,,Bank Transfer,Store Affiliate,4.0,104.43,2023-05-15
ORD-2067,CUST-247,30.0,Fashion,Running Shoes,63.19 USD,5,Central,COD (Cash on Delivery),Mobile App,4.0,55.45,2023-06-29
ORD-1447,CUST-345,61.0,Beauty & Care,Hair Dryer,$67.07,4,Central,COD (Cash on Delivery),Mobile App,,42.11,2023-09-16
ORD-1808,CUST-157,21.0,Electronics,Laptop Pro,621.66,3,Central,E-Wallet,Store Affiliate,4.9,58.57,2023-03-14
ORD-1660,CUST-335,21.0,Beauty & Care,Lipstick Matte,$56.22,2,International,Bank Transfer,Store Affiliate,5.0,133.66,"Jul 13, 2023"
ORD-1614,CUST-243,56.0,Electronics,Smartphone X,976.24,4,International,COD (Cash on Delivery),Website,3.3,97.43,03-07-2023
ORD-2178,CUST-161,,Books,Business Strategy,$32.38,5,Central,Credit Card,Store Affiliate,4.3,138.99,2023/11/06
ORD-1803,CUST-343,64.0,Home & Kitchen,Air Fryer,34.10 USD,3,North,Credit Card,Store Affiliate,4.0,126.86,2023-09-16
ORD-1266,CUST-117,36.0,ELECTRONICS,Smartphone X,946.11,5,South,Credit Card,Social Media,4.2,92.33,05/06/2023
ORD-1059,CUST-167,54.0,Beauty & Care,Moisturizer Cream, 65.79 ,4,VN-Central,Bank Transfer,Mobile App,3.3,141.32,10-18-2023
ORD-1605,CUST-330,31.0,Fashion,Men T-Shirt,105.57,4,North,E-Wallet,Website,3.5,88.28,05-21-2023
ORD-1754,CUST-132,24.0,Sports & Outdoors,Yoga Mat,128.71,3,North,E-Wallet,Website,3.2,114.56,2023/10/23
ORD-1706,CUST-211,44.0,Sports & Outdoors,Yoga Mat,28.9,1,International,Bank Transfer,Store Affiliate,3.2,139.86,18/02/2023
ORD-1552,CUST-229,52.0,Sports & Outdoors,Yoga Mat,138.06,4,Central,Credit Card,Website,4.0,62.6,"Aug 17, 2023"
ORD-1358,CUST-125,,Beauty & Care,Moisturizer Cream,$37.84,5,Central,Credit Card,Mobile App,3.4,112.7,"Jun 16, 2023"
ORD-1673,CUST-184,27.0,Books,Atomic Habits,$25.77,4,South,Bank Transfer,Social Media,3.5,58.75,2023-09-01
ORD-1788,CUST-330,27.0,Sports & Outdoors,Bicycle Helmet,45.16,4,NORTH,Credit Card,Website,4.9,41.63,02-18-2023
ORD-1905,CUST-185,32.0,Sports & Outdoors,Bicycle Helmet,113.35,2,South,Credit Card,Website,3.2,116.83,2023-08-30
ORD-1793,CUST-268,65.0,Electronics,Smart Watch,319.19,1,South,E-Wallet,Social Media,4.9,107.66,"Oct 09, 2023"
ORD-1705,CUST-180,43.0,Unknown,Air Fryer,141.58,2,South,COD (Cash on Delivery),Mobile App,3.1,130.85,"Feb 12, 2023"
ORD-1772,CUST-173,62.0,Books,Data Science Handbook,27.56,1,NORTH,Credit Card,Social Media,4.4,40.45,2023/09/07
ORD-1355,CUST-272,-999.0,Beauty & Care,Perfume 50ml,21.82,4,International,E-Wallet,Website,4.5,47.14,2023-02-08
ORD-1083,CUST-269,33.0,Home & Kitchen,Blender 500W,$206.52,2,South,COD (Cash on Delivery),Store Affiliate,4.7,27.4,2023-12-22
ORD-1129,CUST-114,62.0,Books,Python Cookbook,12.49,1,Central,Bank Transfer,Website,4.3,81.54,08/06/2023
ORD-1667,CUST-158,63.0,Home & Kitchen,Robot Vacuum, 58.21 ,5,International,Credit Card,Store Affiliate,3.6,88.47,06-28-2023
ORD-2156,CUST-226,32.0,Electronics,Laptop Pro,$409.77,2,International,E-Wallet,Website,4.8,96.79,09/07/2023
ORD-1971,CUST-304,42.0,Home & Kitchen,Non-stick Pan,$242.53,5,International,COD (Cash on Delivery),Store Affiliate,4.3,84.44,2023-09-07
ORD-1755,CUST-149,40.0,-,Data Science Handbook,$39.22,3,Central,Bank Transfer,Social Media,3.6,127.3,2023-07-27
ORD-1260,CUST-342,47.0,Books,Business Strategy,11.38,3,north,COD (Cash on Delivery),Website,4.4,93.1,2023-09-11
ORD-1573,CUST-289,20.0,Beauty & Care,Hair Dryer,27.55,1,International,Bank Transfer,Website,3.2,96.11,2023-08-01
ORD-2034,CUST-105,37.0,Home & Kitchen,Air Fryer, 205.84 ,1,Central,Credit Card,Website,3.1,133.61,05-15-2023
ORD-1948,CUST-318,48.0,Electronics,Bluetooth Speaker,$244.67,5,International,E-Wallet,Website,4.3,122.5,22/05/2023
ORD-1598,CUST-193,,?,Atomic Habits,17.97,4,North,E-Wallet,Store Affiliate,3.4,107.17,2023-12-26
ORD-1138,CUST-154,30.0,Books,Atomic Habits,17.01,3,International,COD (Cash on Delivery),Social Media,4.6,55.72,2023/07/02
ORD-1292,CUST-179,37.0,Books,Psychology of Money,30.68,4,International,Bank Transfer,Store Affiliate,5.0,133.95,"Jun 15, 2023"
ORD-1997,CUST-197,63.0,HOME & KITCHEN,Air Fryer,$134.84,4,NORTH,Credit Card,Social Media,3.8,55.45,21/01/2023
ORD-1141,CUST-245,52.0,Sports & Outdoors,Bicycle Helmet,138.33,4,South,Credit Card,Store Affiliate,4.7,67.14,2023/10/19
ORD-1588,CUST-109,43.0,Fashion,Men T-Shirt,170.36,3,South,Bank Transfer,Website,-1.0,28.95,2023-07-24
ORD-1541,CUST-169,59.0,BOOKS,Atomic Habits,$21.62,5,South,COD (Cash on Delivery),Website,4.2,86.38,2023/07/01
ORD-1430,CUST-114,42.0,Beauty & Care,Lipstick Matte,67.5,4,North,Credit Card,Store Affiliate,3.2,56.16,2023/01/12
ORD-1139,CUST-333,45.0,Beauty & Care,Lipstick Matte,$45.69,5,South,E-Wallet,Website,3.7,120.34,13/09/2023
ORD-1415,CUST-173,61.0,Home & Kitchen,Non-stick Pan,$58.24,4,Central,COD (Cash on Delivery),Store Affiliate,3.7,71.87,17/08/2023
ORD-1906,CUST-181,39.0,Books,Data Science Handbook,15.63,5,North,COD (Cash on Delivery),Social Media,3.6,28.69,"Apr 29, 2023"
ORD-1224,CUST-127,60.0,Fashion,Men T-Shirt,41.95,1,International,COD (Cash on Delivery),Website,3.9,114.0,2023/11/22
ORD-1371,CUST-135,24.0,Books,Business Strategy,35.06,5,North,E-Wallet,Social Media,4.6,46.83,"Oct 28, 2023"
ORD-1274,CUST-221,47.0,Books,Psychology of Money,40.75,3,Central,E-Wallet,Store Affiliate,4.5,128.17,2023-04-10
ORD-1651,CUST-127,57.0,Sports & Outdoors,Camping Tent,$129.34,3,North,E-Wallet,Website,4.7,80.05,2023-01-14
ORD-1644,CUST-288,41.0,N/A,Moisturizer Cream,82.77,4,Central,E-Wallet,Store Affiliate,3.4,55.27,2023/07/26
ORD-1739,CUST-269,45.0,SPORTS & OUTDOORS,Dumbbell Set, 52.35 ,5,International,Credit Card,Store Affiliate,4.4,82.29,2023-01-08
ORD-1617,CUST-204,27.0,Electronics,Bluetooth Speaker,953.54,3,South,Bank Transfer,Website,3.3,85.74,2023/03/13
ORD-1738,CUST-180,60.0,Books,Data Science Handbook,$22.56,2,International,E-Wallet,Mobile App,3.2,142.2,2023-04-04
ORD-1613,CUST-299,27.0,Beauty & Care,Perfume 50ml,22.96,2,VN-North,Credit Card,Store Affiliate,3.5,52.81,05/01/2023
ORD-1727,CUST-288,-999.0,Electronics,Smart Watch,$996.87,2,South  ,Bank Transfer,Website,3.5,86.17,2023-06-17
ORD-1717,CUST-211,48.0,Electronics,Laptop Pro,$384.47,5,South,Bank Transfer,Social Media,3.7,31.45,2023-06-18
ORD-1924,CUST-206,30.0,Home & Kitchen,Coffee Maker,$210.45,3,South,Bank Transfer,Social Media,3.0,115.24,2023/08/07
ORD-1610,CUST-270,31.0,Beauty & Care,Perfume 50ml, 67.57 ,2,North,Bank Transfer,Social Media,3.7,124.91,2023/05/08
ORD-1620,CUST-291,34.0,Beauty & Care,Lipstick Matte, 64.55 ,4,International,Bank Transfer,Mobile App,4.8,31.34,20/01/2023
ORD-1654,CUST-109,60.0,Home & Kitchen,Robot Vacuum,$205.93,2,International,Bank Transfer,Social Media,3.9,62.82,2023-08-29
ORD-2127,CUST-306,48.0,Sports & Outdoors,Camping Tent,$105.58,1,International,Bank Transfer,Store Affiliate,4.2,54.72,
ORD-1858,CUST-134,42.0,Electronics,Wireless Headphones,290.58,4,North,Bank Transfer,Store Affiliate,4.2,80.97,2023-10-12
ORD-1321,CUST-320,-999.0,Home & Kitchen,Coffee Maker,84.69,-3,South,COD (Cash on Delivery),Mobile App,3.8,72.22,16/10/2023
ORD-1602,CUST-348,33.0,  Electronics   ,Smart Watch,$604.68,2,South,E-Wallet,Mobile App,5.0,75.62,2023/07/19
ORD-2096,CUST-236,61.0,Fashion,Women Dress,61.23 USD,1,North,Bank Transfer,Mobile App,4.7,50.86,12-06-2023
ORD-1908,CUST-238,22.0,Books,Atomic Habits,10.19,2,International,Bank Transfer,Social Media,3.7,135.72,2023-08-13
ORD-1983,CUST-200,48.0,books,Python Cookbook, 44.8 ,5,Central,COD (Cash on Delivery),Website,4.0,49.44,"Oct 30, 2023"
ORD-1039,CUST-294,36.0,Electronics,Smartphone X, 432.54 ,2,South,E-Wallet,Store Affiliate,3.8,13.64,2023/04/18
ORD-1030,CUST-239,48.0,Beauty & Care,Face Sunscreen,66.66,4,Central,COD (Cash on Delivery),Store Affiliate,3.2,63.85,"Feb 27, 2023"
ORD-1242,CUST-335,46.0,Books,Python Cookbook,21.57,2,North,E-Wallet,Store Affiliate,3.8,96.33,2023/99/99
ORD-1701,CUST-211,32.0,Fashion,Running Shoes,$161.81,5,South,Credit Card,Social Media,3.4,45.43,2023/03/08
ORD-1136,CUST-168,55.0,Electronics,Smartphone X,"1,046.95 USD",4,International,COD (Cash on Delivery),Store Affiliate,4.9,132.62,2023-11-29
ORD-1310,CUST-250,33.0,Home & Kitchen,Air Fryer,179.14,5,Central,E-Wallet,Store Affiliate,3.8,13.61,30/08/2023
ORD-2037,CUST-161,60.0,Books,Atomic Habits, 27.59 ,4,International,Bank Transfer,Social Media,4.7,26.3,"Oct 13, 2023"
ORD-2198,CUST-162,49.0,Beauty & Care,Hair Dryer,36.97,5,International,Bank Transfer,Social Media,3.5,14.53,"Oct 14, 2023"
ORD-2097,CUST-209,64.0,Electronics,Laptop Pro, 170.83 ,1,Central,E-Wallet,Store Affiliate,4.9,54.15,07-27-2023
ORD-1036,CUST-307,36.0,Books,Atomic Habits,$999.99,2,VN-North,Credit Card,Social Media,4.5,52.72,2023/03/14
ORD-1003,CUST-289,48.0,Sports & Outdoors,Bicycle Helmet,88.35,2,North,COD (Cash on Delivery),Mobile App,3.7,108.77,06/02/2023
ORD-1111,CUST-143,28.0,N/A,Non-stick Pan,207.84 USD,5,North,Bank Transfer,Social Media,3.2,15.39,"Sep 14, 2023"
ORD-1677,CUST-347,,Home & Kitchen,Coffee Maker,154.42,5,International,E-Wallet,Website,4.3,103.81,2023/08/14
ORD-2073,CUST-341,24.0,Books,Psychology of Money,15.23,2,South,COD (Cash on Delivery),Store Affiliate,4.1,98.87,2023-06-15
ORD-1453,CUST-252,36.0,Fashion,Women Dress,126.75,2,North,E-Wallet,Website,3.4,141.6,
ORD-1885,CUST-215,19.0,Home & Kitchen,Air Fryer,202.43 USD,4,North,Bank Transfer,Store Affiliate,4.2,21.25,"Jul 25, 2023"
ORD-2019,CUST-343,53.0,Books,Psychology of Money,28.95,-1,International,Bank Transfer,Social Media,4.0,62.19,2023-01-15
ORD-1522,CUST-235,42.0,Books,Business Strategy, 21.29 ,2,intl,Bank Transfer,Social Media,4.6,45.0,2023-10-01
ORD-1314,CUST-281,44.0,Beauty & Care,Hair Dryer,88.34,2,South,COD (Cash on Delivery),Store Affiliate,4.5,112.49,2023-06-06
ORD-1989,CUST-264,39.0,Home & Kitchen,Coffee Maker,32.14,1,South,E-Wallet,Social Media,3.7,45.33,2023/05/03
ORD-1319,CUST-331,63.0,Books,Business Strategy,13.33 USD,2,North,Credit Card,Mobile App,4.2,108.89,2023-06-07
ORD-1438,CUST-112,36.0,Sports & Outdoors,Water Bottle,50.11,1,North,Bank Transfer,Website,3.7,117.36,2023-01-25
ORD-1847,CUST-345,26.0,Sports & Outdoors,Bicycle Helmet,30.43 USD,3,International,Credit Card,Mobile App,4.6,65.91,25/09/2023
ORD-1005,CUST-162,51.0,Fashion,Women Dress,156.21,5,south,Credit Card,Social Media,4.7,49.17,"May 14, 2023"
ORD-1100,CUST-190,57.0,Home & Kitchen,Coffee Maker,$202.68,2,South,Bank Transfer,Store Affiliate,3.6,18.97,07-06-2023
ORD-1049,CUST-295,,Fashion,Denim Jeans,$60.38,1,International,Credit Card,Website,3.0,70.77,2023/05/06
ORD-1548,CUST-275,49.0,Beauty & Care,Face Sunscreen,88.58 USD,2,South,COD (Cash on Delivery),Store Affiliate,3.6,148.99,"Aug 16, 2023"
ORD-1527,CUST-176,32.0,Fashion,Men T-Shirt,98.49,1,North,Bank Transfer,Store Affiliate,4.6,89.33,2023/99/99
ORD-1873,CUST-328,22.0,  Electronics   ,Smartphone X, 481.7 ,5,International,COD (Cash on Delivery),Social Media,3.6,56.64,2023-03-23
ORD-2107,CUST-310,37.0,Home & Kitchen,Blender 500W,$178.1,4,South,COD (Cash on Delivery),Website,3.7,87.9,2023/05/31
ORD-1439,CUST-249,,Beauty & Care,Face Sunscreen,61.81,2,North,Credit Card,Social Media,4.7,87.41,09-28-2023
ORD-1986,CUST-269,21.0,Fashion,Running Shoes,70.52 USD,4,South,Credit Card,Store Affiliate,3.8,61.39,10-22-2023
ORD-1227,CUST-176,44.0,Beauty & Care,Lipstick Matte,$68.91,1,South,Credit Card,Website,3.1,70.4,2023/01/01
ORD-1942,CUST-101,38.0,Beauty & Care,Lipstick Matte,$41.48,4,VN-North,Bank Transfer,Social Media,4.1,126.79,08-10-2023
ORD-1566,CUST-185,44.0,Books,Data Science Handbook,$38.10,4,Central,Credit Card,Website,4.7,65.92,2023-03-25
ORD-2006,CUST-171,36.0,Home & Kitchen,Coffee Maker,191.79 USD,2,International,COD (Cash on Delivery),Mobile App,4.1,111.75,2023/11/18
ORD-1875,CUST-209,54.0,Books,Atomic Habits,15.42,1,South,Bank Transfer,Store Affiliate,4.4,145.85,2023/08/03
ORD-1066,CUST-349,21.0,electronics,Smartphone X,$542.94,1,Central,Bank Transfer,Store Affiliate,,114.39,2023-05-28
ORD-1067,CUST-336,34.0,Home & Kitchen,Blender 500W,172.42,3,Central,COD (Cash on Delivery),Website,3.4,139.45,01-14-2023
ORD-2001,CUST-183,0.0,Electronics,Smart Watch,"1,144.47 USD",4,North,Bank Transfer,Social Media,3.9,15.13,2023/08/24
ORD-1211,CUST-216,60.0,Sports & Outdoors,Dumbbell Set,111.22,1,South,COD (Cash on Delivery),Social Media,4.8,21.41,21/04/2023
ORD-1012,CUST-328,62.0,Home & Kitchen,Air Fryer,130.42,2,South,E-Wallet,Social Media,3.5,62.13,2023-08-13
ORD-2083,CUST-278,56.0,Beauty & Care,Hair Dryer,57.16,5,North,Bank Transfer,Website,3.5,39.49,2023/06/01
ORD-1695,CUST-248,59.0,Beauty & Care,Hair Dryer,60.5,4,Central,E-Wallet,Store Affiliate,4.1,94.95,2023-09-10
ORD-1299,CUST-232,52.0,Sports & Outdoors,Dumbbell Set,110.56,5,International,Credit Card,Store Affiliate,4.9,29.74,2023-12-06
ORD-1485,CUST-271,30.0,Beauty & Care,Perfume 50ml,64.84 USD,2,south,COD (Cash on Delivery),Social Media,,53.71,28/09/2023
ORD-1816,CUST-256,46.0,Books,Python Cookbook,16.37,2,Central,Bank Transfer,Website,4.9,22.71,03-19-2023
ORD-2116,CUST-217,42.0,Fashion,Running Shoes,149.23,3,South,Credit Card,Mobile App,4.8,148.9,2023-10-08
ORD-1494,CUST-102,48.0,Beauty & Care,Moisturizer Cream,61.54,2,North,E-Wallet,Website,4.5,50.77,2023-07-19
ORD-2008,CUST-343,44.0,Beauty & Care,Face Sunscreen,$30.51,1,Central,Bank Transfer,Website,3.6,70.35,"Dec 09, 2023"
ORD-2180,CUST-204,53.0,Electronics,Smart Watch,514.53 USD,4,South,E-Wallet,Social Media,3.6,51.02,06-28-2023
ORD-1405,CUST-115,32.0,Books,Business Strategy,$28.56,2,Central,Credit Card,Website,4.2,42.88,29/09/2023
ORD-2074,CUST-283,50.0,  Books   ,Psychology of Money,38.20 USD,2,SOUTH,Credit Card,Store Affiliate,3.3,56.03,09/01/2023
ORD-1732,CUST-117,53.0,Fashion,Denim Jeans,48.66 USD,4,North,Bank Transfer,Website,3.3,127.22,2023-10-24
ORD-2162,CUST-190,39.0,Fashion,Denim Jeans, 126.17 ,1,North,Bank Transfer,Store Affiliate,3.5,44.99,2023/02/09
ORD-1714,CUST-165,300.0,Fashion,Men T-Shirt,95.54,2,  North ,COD (Cash on Delivery),Store Affiliate,3.5,15.35,04-05-2023
ORD-1710,CUST-198,45.0,Home & Kitchen,Non-stick Pan,229.39,4,South,COD (Cash on Delivery),Mobile App,3.8,76.28,23/02/2023
ORD-2084,CUST-297,42.0,Electronics,Bluetooth Speaker, 746.23 ,1,South,E-Wallet,Website,4.2,107.68,2023/10/14
ORD-1273,CUST-268,33.0,Home & Kitchen,Robot Vacuum,166.8,4,North,Bank Transfer,Mobile App,4.5,91.18,04/04/2023
ORD-1427,CUST-175,-999.0,Electronics,Smartphone X, 625.49 ,4,International,Bank Transfer,Website,4.3,97.54,"May 13, 2023"
ORD-1362,CUST-186,-999.0,Electronics,Bluetooth Speaker,1147.87,5,North,E-Wallet,Store Affiliate,4.7,143.12,2023-01-24
